Brands,Familys,Years,Link_Years,download_flag
Chevrolet,Monza Hatch,1986,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza%20Hatch&anoini=1986&anofim=1986,False
Chevrolet,Monza Hatch,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza%20Hatch&anoini=1985&anofim=1985,True
Chevrolet,Monza Hatch,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza%20Hatch&anoini=1984&anofim=1984,False
Chevrolet,Monza Hatch,1983,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza%20Hatch&anoini=1983&anofim=1983,True
Chevrolet,Monza Hatch,1982,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza%20Hatch&anoini=1982&anofim=1982,False
BYD,D1,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BYD&varnome=D1&anoini=2023&anofim=2023,False
Hyundai,Excel,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Excel&anoini=1994&anofim=1994,False
Hyundai,Excel,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Excel&anoini=1993&anofim=1993,True
Hyundai,Excel,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Excel&anoini=1992&anofim=1992,True
Nissan,Versa,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2023&anofim=2023,False
Nissan,Versa,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2022&anofim=2022,False
Nissan,Versa,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2021&anofim=2021,False
Nissan,Versa,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2020&anofim=2020,True
Nissan,Versa,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2019&anofim=2019,False
Nissan,Versa,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2018&anofim=2018,False
Nissan,Versa,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2017&anofim=2017,True
Nissan,Versa,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2016&anofim=2016,False
Nissan,Versa,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2014&anofim=2014,False
Nissan,Versa,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2013&anofim=2013,False
Nissan,Versa,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Nissan&varnome=Versa&anoini=2012&anofim=2012,True
Chrysler,Vision,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chrysler&varnome=Vision&anoini=1995&anofim=1995,False
Chrysler,Vision,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chrysler&varnome=Vision&anoini=1994&anofim=1994,False
Chevrolet,Kadett Conversível,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Kadett%20Convers%EDvel&anoini=1995&anofim=1995,True
Chevrolet,Kadett Conversível,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Kadett%20Convers%EDvel&anoini=1994&anofim=1994,True
Chevrolet,Kadett Conversível,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Kadett%20Convers%EDvel&anoini=1993&anofim=1993,True
Chevrolet,Kadett Conversível,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Kadett%20Convers%EDvel&anoini=1992&anofim=1992,True
Gurgel,XEF,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Gurgel&varnome=XEF&anoini=1984&anofim=1984,False
Audi,Q5 Sportback,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=Q5%20Sportback&anoini=2023&anofim=2023,False
Audi,Q5 Sportback,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=Q5%20Sportback&anoini=2022&anofim=2022,True
Audi,Q5 Sportback,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=Q5%20Sportback&anoini=2021&anofim=2021,False
Kia,Besta,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=2005&anofim=2005,False
Kia,Besta,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=2001&anofim=2001,False
Kia,Besta,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=2000&anofim=2000,True
Kia,Besta,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=1999&anofim=1999,False
Kia,Besta,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=1998&anofim=1998,True
Kia,Besta,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=1996&anofim=1996,False
Kia,Besta,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=1995&anofim=1995,False
Kia,Besta,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Besta&anoini=1994&anofim=1994,False
BMW,323i Coupe,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=323i%20Coupe&anoini=2000&anofim=2000,True
BMW,323i Coupe,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=323i%20Coupe&anoini=1999&anofim=1999,False
Porsche,Cayenne Coupe,2024,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Porsche&varnome=Cayenne%20Coupe&anoini=2024&anofim=2024,True
Porsche,Cayenne Coupe,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Porsche&varnome=Cayenne%20Coupe&anoini=2023&anofim=2023,True
Porsche,Cayenne Coupe,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Porsche&varnome=Cayenne%20Coupe&anoini=2022&anofim=2022,False
Porsche,Cayenne Coupe,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Porsche&varnome=Cayenne%20Coupe&anoini=2021&anofim=2021,False
Porsche,Cayenne Coupe,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Porsche&varnome=Cayenne%20Coupe&anoini=2020&anofim=2020,False
Maserati,3200 GT,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=3200%20GT&anoini=2002&anofim=2002,True
Maserati,3200 GT,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=3200%20GT&anoini=2001&anofim=2001,False
Maserati,3200 GT,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=3200%20GT&anoini=2000&anofim=2000,False
Maserati,3200 GT,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Maserati&varnome=3200%20GT&anoini=1999&anofim=1999,False
Rolls-Royce,Phantom,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Phantom&anoini=2019&anofim=2019,False
Rolls-Royce,Phantom,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Phantom&anoini=2016&anofim=2016,True
Rolls-Royce,Phantom,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Phantom&anoini=2015&anofim=2015,True
Rolls-Royce,Phantom,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Phantom&anoini=2014&anofim=2014,False
Rolls-Royce,Phantom,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Phantom&anoini=2013&anofim=2013,False
Miura,Targa,1986,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Miura&varnome=Targa&anoini=1986&anofim=1986,True
Miura,Targa,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Miura&varnome=Targa&anoini=1984&anofim=1984,False
BMW,650i Cabriolet,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=650i%20Cabriolet&anoini=2012&anofim=2012,True
Plymouth,Grand Voyager,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Plymouth&varnome=Grand%20Voyager&anoini=1994&anofim=1994,False
Puma,GTE,1980,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Puma&varnome=GTE&anoini=1980&anofim=1980,False
Puma,GTE,1978,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Puma&varnome=GTE&anoini=1978&anofim=1978,True
Puma,GTE,1976,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Puma&varnome=GTE&anoini=1976&anofim=1976,False
Hyundai,Elantra,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2018&anofim=2018,False
Hyundai,Elantra,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2017&anofim=2017,False
Hyundai,Elantra,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2016&anofim=2016,False
Hyundai,Elantra,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2015&anofim=2015,False
Hyundai,Elantra,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2014&anofim=2014,True
Hyundai,Elantra,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2013&anofim=2013,False
Hyundai,Elantra,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2012&anofim=2012,True
Hyundai,Elantra,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2003&anofim=2003,False
Hyundai,Elantra,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2002&anofim=2002,False
Hyundai,Elantra,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=2001&anofim=2001,True
Hyundai,Elantra,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=1997&anofim=1997,False
Hyundai,Elantra,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=1995&anofim=1995,False
Hyundai,Elantra,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Hyundai&varnome=Elantra&anoini=1992&anofim=1992,True
Mercedes-Benz,E350 Touring,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E350%20Touring&anoini=2007&anofim=2007,False
Mercedes-Benz,E350 Touring,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E350%20Touring&anoini=2006&anofim=2006,False
Mercedes-Benz,S320,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=S320&anoini=1998&anofim=1998,False
Subaru,Impreza Hatch,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Impreza%20Hatch&anoini=2012&anofim=2012,True
Subaru,Impreza Hatch,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Impreza%20Hatch&anoini=2011&anofim=2011,True
Subaru,Impreza Hatch,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Impreza%20Hatch&anoini=2010&anofim=2010,True
Subaru,Impreza Hatch,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Impreza%20Hatch&anoini=2009&anofim=2009,True
Subaru,Impreza Hatch,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Impreza%20Hatch&anoini=2008&anofim=2008,True
Chevrolet,S10,2024,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2024&anofim=2024,False
Chevrolet,S10,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2023&anofim=2023,False
Chevrolet,S10,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2022&anofim=2022,False
Chevrolet,S10,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2021&anofim=2021,True
Chevrolet,S10,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2020&anofim=2020,True
Chevrolet,S10,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2019&anofim=2019,False
Chevrolet,S10,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2018&anofim=2018,True
Chevrolet,S10,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2017&anofim=2017,False
Chevrolet,S10,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2016&anofim=2016,False
Chevrolet,S10,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2015&anofim=2015,True
Chevrolet,S10,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2014&anofim=2014,False
Chevrolet,S10,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2013&anofim=2013,False
Chevrolet,S10,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2012&anofim=2012,True
Chevrolet,S10,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2011&anofim=2011,False
Chevrolet,S10,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2010&anofim=2010,True
Chevrolet,S10,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2009&anofim=2009,False
Chevrolet,S10,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2008&anofim=2008,True
Chevrolet,S10,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2007&anofim=2007,False
Chevrolet,S10,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2006&anofim=2006,False
Chevrolet,S10,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2005&anofim=2005,True
Chevrolet,S10,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2004&anofim=2004,False
Chevrolet,S10,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2003&anofim=2003,False
Chevrolet,S10,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2002&anofim=2002,False
Chevrolet,S10,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2001&anofim=2001,False
Chevrolet,S10,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=2000&anofim=2000,False
Chevrolet,S10,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=1999&anofim=1999,False
Chevrolet,S10,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=1998&anofim=1998,True
Chevrolet,S10,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=1997&anofim=1997,False
Chevrolet,S10,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=1996&anofim=1996,False
Chevrolet,S10,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=S10&anoini=1995&anofim=1995,False
Audi,S4 Avant,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=2014&anofim=2014,False
Audi,S4 Avant,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=2013&anofim=2013,True
Audi,S4 Avant,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=2012&anofim=2012,False
Audi,S4 Avant,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=2005&anofim=2005,False
Audi,S4 Avant,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=2004&anofim=2004,False
Audi,S4 Avant,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=2000&anofim=2000,False
Audi,S4 Avant,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=S4%20Avant&anoini=1994&anofim=1994,False
Volkswagen,Bora,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2011&anofim=2011,False
Volkswagen,Bora,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2010&anofim=2010,True
Volkswagen,Bora,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2009&anofim=2009,False
Volkswagen,Bora,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2008&anofim=2008,True
Volkswagen,Bora,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2007&anofim=2007,True
Volkswagen,Bora,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2006&anofim=2006,False
Volkswagen,Bora,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2005&anofim=2005,False
Volkswagen,Bora,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2004&anofim=2004,False
Volkswagen,Bora,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2003&anofim=2003,True
Volkswagen,Bora,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2002&anofim=2002,False
Volkswagen,Bora,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Bora&anoini=2001&anofim=2001,True
Suzuki,Swift Cabriolet,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Suzuki&varnome=Swift%20Cabriolet&anoini=1994&anofim=1994,True
Suzuki,Swift Cabriolet,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Suzuki&varnome=Swift%20Cabriolet&anoini=1993&anofim=1993,False
Mercedes-Benz,E320 Cabriolet,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E320%20Cabriolet&anoini=1996&anofim=1996,True
Mercedes-Benz,E320 Cabriolet,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E320%20Cabriolet&anoini=1995&anofim=1995,True
Mercedes-Benz,E320 Cabriolet,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E320%20Cabriolet&anoini=1994&anofim=1994,False
McLaren,F1,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=McLaren&varnome=F1&anoini=1994&anofim=1994,True
Mitsubishi,Pajero iO,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=Pajero%20iO&anoini=2001&anofim=2001,False
Mitsubishi,Pajero iO,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=Pajero%20iO&anoini=2000&anofim=2000,False
Mitsubishi,Pajero iO,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=Pajero%20iO&anoini=1999&anofim=1999,True
Volkswagen,Corrado,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Corrado&anoini=1992&anofim=1992,False
Volkswagen,Corrado,1991,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Corrado&anoini=1991&anofim=1991,False
Mercedes-Benz,CLA 250,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2023&anofim=2023,False
Mercedes-Benz,CLA 250,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2022&anofim=2022,True
Mercedes-Benz,CLA 250,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2021&anofim=2021,False
Mercedes-Benz,CLA 250,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2020&anofim=2020,False
Mercedes-Benz,CLA 250,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2019&anofim=2019,False
Mercedes-Benz,CLA 250,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2018&anofim=2018,False
Mercedes-Benz,CLA 250,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2017&anofim=2017,False
Mercedes-Benz,CLA 250,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2016&anofim=2016,False
Mercedes-Benz,CLA 250,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2015&anofim=2015,True
Mercedes-Benz,CLA 250,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=CLA%20250&anoini=2014&anofim=2014,True
BMW,M8,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=M8&anoini=2022&anofim=2022,False
BMW,M8,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=M8&anoini=2021&anofim=2021,True
BMW,X2,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=X2&anoini=2022&anofim=2022,False
BMW,X2,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=X2&anoini=2021&anofim=2021,False
BMW,X2,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=X2&anoini=2020&anofim=2020,False
BMW,X2,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=X2&anoini=2019&anofim=2019,True
BMW,X2,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=X2&anoini=2018&anofim=2018,False
Volvo,V70,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2006&anofim=2006,False
Volvo,V70,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2005&anofim=2005,False
Volvo,V70,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2004&anofim=2004,True
Volvo,V70,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2003&anofim=2003,False
Volvo,V70,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2002&anofim=2002,True
Volvo,V70,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2001&anofim=2001,False
Volvo,V70,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=2000&anofim=2000,False
Volvo,V70,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=1999&anofim=1999,True
Volvo,V70,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=V70&anoini=1998&anofim=1998,False
Mercedes-Benz,E500 Touring,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E500%20Touring&anoini=2011&anofim=2011,True
Mercedes-Benz,E500 Touring,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E500%20Touring&anoini=2008&anofim=2008,True
Mercedes-Benz,E500 Touring,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E500%20Touring&anoini=2007&anofim=2007,False
Mercedes-Benz,E500 Touring,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E500%20Touring&anoini=2006&anofim=2006,False
Mercedes-Benz,E500 Touring,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E500%20Touring&anoini=2005&anofim=2005,False
Mercedes-Benz,E500 Touring,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E500%20Touring&anoini=2004&anofim=2004,False
Chery,Celer Sedan,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chery&varnome=Celer%20Sedan&anoini=2018&anofim=2018,False
Chery,Celer Sedan,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chery&varnome=Celer%20Sedan&anoini=2017&anofim=2017,False
Chery,Celer Sedan,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chery&varnome=Celer%20Sedan&anoini=2016&anofim=2016,False
Chery,Celer Sedan,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chery&varnome=Celer%20Sedan&anoini=2015&anofim=2015,True
Chery,Celer Sedan,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chery&varnome=Celer%20Sedan&anoini=2014&anofim=2014,False
Chery,Celer Sedan,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chery&varnome=Celer%20Sedan&anoini=2013&anofim=2013,False
Audi,RS 2 Avant,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%202%20Avant&anoini=1995&anofim=1995,False
Chevrolet,Monza,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1996&anofim=1996,True
Chevrolet,Monza,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1995&anofim=1995,True
Chevrolet,Monza,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1994&anofim=1994,False
Chevrolet,Monza,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Monza&anoini=1993&anofim=1993,False
